dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-425,null,null,null,null,null,70,202106,202102,2021,2,16,1422,1422,5292.7891,10.739,273,902,2738,2546,7692.7766,null,4,4,47,0,0,7,42,435.625,0,61.5,56,2498.78,2244.71,254.07,0,2498.78,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.790436006,0.101677619,44.42275556,null,null,null,0.104464286,0.895535714,0,null,null,null,0,null,35:10.0
CN-057,PERNOD-RIC SHA WGQ WHS,CR,快消/零售行业事业部,PERNO,PERNO,null,202108,202103,2021,28,32,98372,78092,9.85E+08,1089299.6,154,394,377104,377104,1.04E+10,5611653.69,null,null,null,null,null,7798,0,1.16E+07,230097.25,319637.25,38,1409.53,610.99,693.03,105.51,1392.71,16.82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.828970957,0.49167453,36.61116883,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-153,ERICSSON CAN HP0 WHS,TSC,高科技/备件物流/化工行业事业部,ERISL,ERISL,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2740.22,1876.35,863.87,0,2740.22,0,186170.62,55587.03,3145.53,130583.59,461231.4906,0,203931.4906,151400,0,0,0,65900,null,null,null,null,null,0.315255709,251.9742529,67.94002671,29.62508594,151.1611585,null,null,203931.4906,0.442145636,0.328251655,0.142878362,74.42157585,null,35:10.0
CN-201,BMW SAN XXX WHS,EI,新兴产业事业部,BMWXX,BMWXX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,4553.96,0,4289.96,264,4026.79,527.17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.942028476,306.3201794,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-274,FERRERO CTU BTS WHS,CR,快消/零售行业事业部,FERRE,FERRE,1877,202106,202102,2021,45,109,29531,29531,0,0,206,1268,27195,27195,0,0,368,429,16257,0,0,353,407,15030.41176,28.11764706,885.4705882,4,762.08,339.43,422.65,0,762.08,0,25337.72,11068.07,102.05,14269.65,134952.621,0,42258.36,90002.36104,0,0,0,2691.9,null,null,null,null,0.920896685,0.554600567,179.8166292,33.24811043,32.6078131,33.7623329,0.188442132,0.811557868,42258.36,0.313134785,0.666918214,0.019947001,55.45134369,null,35:10.0
CN-398,BMW HFE XXX WHS,EI,新兴产业事业部,BMWXX,BMWXX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,379.87,0,379.87,0,379.87,0,38825.88,0,416397.46,38825.88,966760.16,0,695720.4053,0,0,0,0,271039.7547,null,null,null,null,null,1,189.935,102.2083344,null,102.2083344,null,null,695720.4053,0.719641162,0,0.280358838,1831.469727,null,35:10.0
TD015,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,152.87,0,152.87,0,0,152.87,754268.02,0,1941.13,754268.02,null,null,null,null,null,null,null,null,null,null,null,null,null,1,152.87,4934.048669,null,4934.048669,null,null,0,null,null,null,0,null,35:10.0
TD028,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,196.37,0,196.37,0,196.37,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,196.37,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD032,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1790.51,562.46,1228.05,0,1790.51,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.685866038,258.2466346,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD045,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,16.35,0,8.35,8,16.35,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.510703364,8.175,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-057,PERNOD-RIC SHA WGQ WHS,CR,快消/零售行业事业部,PERNO,PERNO,null,202107,202103,2021,167,14,78720,70812,5.15E+08,979566.48,2272,5055,3561369,3561369,7.76E+10,4.64E+07,7763,0,1.15E+07,20956,110496,7692,0,7550568.176,201362.7647,281300.5294,39,11643.01,4953.66,5791.52,897.83,11476.56,166.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.29329775,0.497424635,298.2919917,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-259,ASML NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1287.31,0,1287.31,0,1287.31,0,113075.51,0,4795.42,113075.51,520445.4674,147674.81,0,67817.56604,0,182387.6213,10183.5,0,null,null,null,null,null,1,226.6390845,87.83860142,null,87.83860142,null,null,182387.6213,0.35044521,0.130306767,0,141.6811967,null,35:10.0
CN-270,MARS WUH XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,2293.66,1690.02,603.64,0,2293.66,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.263177629,233.0955285,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-357,J&J POP Beijing WHS,GSC,综合供应链事业部,SFJNJ,SFJNJ,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31414.60377,0,1893.349057,28481.25472,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,1893.349057,0.06026971,0.906624668,0,null,null,14:09.0
CN-380,null,null,null,null,null,484,202106,202102,2021,39,130,115745,115745,117485.4952,25.9615,1126,7651,149403,148857,141176.3019,null,27,151,20853,0,1930,29,275,37243.03333,0,4502.666667,11,282.29,46.37,235.92,0,282.29,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.286077152,0.8357363,24.19628571,null,null,null,0.060399449,0.939600551,0,null,null,null,0,null,35:10.0
CN-388,NIANCE SHA DQ0 WHS,CR,快消/零售行业事业部,NIANC,NIANC,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,30173.70208,0,12545.5417,1672.5,0,4297.59434,0,11658.06604,null,null,null,null,null,null,null,null,null,null,null,null,16843.13604,0.558205818,0.055429062,0.38636512,null,null,35:10.0
CN-403,HONOR DGM HMX WHS,TSC,高科技/备件物流/化工行业事业部,HONOR,HONOR,2303,202107,202103,2021,10482,18886,6.88E+09,6.87E+09,null,null,57819,59586,5.68E+09,6.77E+09,null,null,27809,51315,2.59E+10,4736308,6447622,17637,31506,1.62E+10,4106637.355,1.05E+07,76,25671.15,23487,2184.15,0,25215.7,455.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.985731,0.085081892,337.7782895,null,null,null,7.658425896,-6.658425896,0,null,null,null,0,null,14:09.0
CN-411,null,null,null,null,null,1372,202106,202102,2021,8,1492,18684,18684,null,null,104,1787,8016,8016,0,0,718,0,11436,0,0,595,9,14367.4,378.5333333,710.1,18,2653,2076.5,576.5,0,2653,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.429030186,0.217301168,141.3483607,null,null,null,0.433819242,0.566180758,0,null,null,null,0,null,35:10.0
CATC005,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,858,449.33,408.67,0,858,0,110511.55,31885.15,456.19,78626.4,null,null,null,null,null,null,null,null,null,null,null,null,null,0.476305361,99.96116505,128.8013403,70.96154274,192.3958206,null,null,0,null,null,null,0,null,35:10.0
CN-209,THERMO-FIS SHA WGQ WHS,LSH,生命科学与医疗行业事业部,THERM,THERM,9991,202106,202102,2021,1153,923,1.34E+07,1.34E+07,136503.035,12132.69,2681,3914,2.26E+07,2.26E+07,214847.945,null,241,277,5529959,0,478,307,485,2685503.192,0,174105.7692,14,3262.97,1201.5,2061.47,0,3110.48,152.49,222408.94,37018.87,21051.01,185390.07,618319.5528,0,284442.4528,333877.1,0,0,0,0,null,null,null,null,1.685246343,0.631777185,224.3291875,68.16150317,30.81054515,89.93100554,0.030743053,0.969256947,284442.4528,0.460025001,0.539974999,0,87.17286792,null,35:10.0
CN-329,ABBOTT SHA KQ0 PKG,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,200.99,0,200.99,0,200.99,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,200.99,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-350,ESTEE-LAUD SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,SFELC,SFELC,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,959.53,0,959.53,0,959.53,0,194815.61,0,689562.17,194815.61,1038748.151,0,198609.1981,0,0,840138.9528,0,0,null,null,null,null,null,1,245.2132222,203.0323283,null,203.0323283,null,null,1038748.151,1,0,0,1082.559327,null,35:10.0
CN-372,null,null,null,null,null,5,202108,202103,2021,19,38,56780,56780,69587.9568,22.1687,544,2812,47136,47136,59122.6164,null,null,null,null,null,null,3,981,321101.75,0,11923.25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.830151462,null,null,null,null,null,0.75,0.25,0,null,null,null,null,null,35:10.0
HK-052,BAYER HKG ITL WHS,null,null,BAYER,BAYER,11897,202106,202102,2021,18,37,169262,169262,null,null,19,97,1785,1785,0,0,516,0,1720472,0,0,515,0,1673648.8,0,14.66666667,null,null,null,null,null,null,null,0,0,0.31,0,null,null,null,null,null,null,null,null,null,null,null,null,0.010545781,null,null,null,null,null,0.04331344,0.95668656,0,null,null,null,null,null,35:10.0
HK-074,SMART-NORA HKG ITL WHS,null,null,SMART,SMART,110,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,3,7,12,0,0,3,7,12,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.027272727,0.972727273,0,null,null,null,null,null,14:09.0
TD028,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,24.16,0,24.16,0,24.16,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,24.16,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-151,DIODES SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,DIODE,DIODE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,190.73,0,190.73,0,190.73,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,28.6095,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-229,CLARIANT SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,OTCHE,OTCHE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,81.85,0,81.85,0,81.85,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,27.28333333,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-256,MICHELIN SZV XXX WHS,Auto,汽车行业事业部,MICHE,MICHE,6374,202106,202102,2021,1943,23,919,919,0,0,1803,24765,982468,650436,0,0,4281,1136,854120.01,44311,68201,2299,883,739188.4806,32446.58824,32757.29412,7,1926.37,0,1926.37,0,1612.44,313.93,190483.13,0,1032.73,190483.13,1986235.72,0,1986235.72,0,0,0,0,0,null,null,null,null,707.7649619,1,258.9206989,98.88190223,null,98.88190223,0.360804002,0.639195998,1986235.72,1,0,0,1031.076958,null,35:10.0
CN-301,KLA-TENCOR HFE XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,180.5,0,180.5,0,180.5,0,21948.12,0,110.08,21948.12,276220.1821,189787.7736,27976.6066,52891.93396,0,3550.471698,0,2013.396226,null,null,null,null,null,1,180.5,121.5962327,null,121.5962327,null,null,31527.0783,0.11413749,0.191484683,0.007289099,174.6652538,null,35:10.0
CN-353,LENOVO-MCD SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,LENXX,LENXX,155,202106,202102,2021,80,1574,39763,39763,null,null,215,1455,28584,28584,2.19E+07,5432.66,59,999,28979,0,0,53,748,17202.76667,0,0,null,null,null,null,null,null,null,1831.03,0,0,1831.03,25228.40472,0,7241.371698,10103.77358,0,1377.59434,0,5918.783962,null,null,null,null,0.718859241,null,null,null,null,null,0.341935484,0.658064516,8618.966038,0.341637378,0.400491973,0.234607936,null,null,35:10.0
CN-361,BMW SKD WHS,EM,工业与制造行业事业部,BMWCS,BMWCS,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,3961.7,2973.5,988.2,0,3800.27,161.43,null,null,null,null,419506.6415,0,419506.6415,0,0,0,0,0,null,null,null,null,null,0.249438372,217.3084388,null,null,null,null,null,419506.6415,1,0,0,105.8905625,null,14:09.0
CN-418,HP SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,HPIPS,HPIPS,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,190.16,0,0,190.16,190.16,0,5713.11,0,87.22,5713.11,null,null,null,null,null,null,null,null,null,null,null,null,null,0,190.16,30.04370004,null,null,null,null,0,null,null,null,0,null,35:10.0
TD002,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,105.9,0,105.9,0,105.9,0,18959.77,0,88.7,18959.77,null,null,null,null,null,null,null,null,null,null,null,null,null,1,105.9,179.0346553,null,179.0346553,null,null,0,null,null,null,0,null,35:10.0
CN-007,APPLE SHA WGQ WHS,TD,运输产品部,APPLE,APPLE,2207,202106,202102,2021,1731,483,3.52E+07,3.53E+07,0,0,834,808,2.29E+08,2.29E+08,0,0,8896,23559,1.95E+08,1930702,5175403,6106,19326,2.32E+08,6313523.941,9503430.882,23,2739.88,1130.19,1609.69,0,2739.88,0,370290.29,91323.87,12669.73,278966.42,null,null,null,null,null,null,null,null,null,null,null,null,6.50702141,0.587503832,114.5957414,135.1483605,80.80399756,173.3044375,2.766918095,-1.766918095,0,null,null,null,0,null,35:10.0
CN-035,HP SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,7359,202106,202102,2021,172,169,294266,294266,7.88E+08,322538.469,9315,17027,921581,921581,3.82E+11,648275.26,3632,5458,810181,12631,12631,3239,4590,722237.3529,30299.23529,30299.29412,23,6150.68,2408.96,2948.66,793.06,6150.68,0,623820.37,102920.08,282623.7,520900.29,2734707.619,83415.09434,1457724.679,1255203.434,0,30163.04717,56478.92453,-196666.5651,null,null,null,null,3.131795722,0.479403903,260.8062191,101.4229923,42.72386424,176.6566135,0.440197277,0.559802723,1487887.726,0.544075614,0.458989994,-0.071915024,241.9062163,null,35:10.0
CN-163,ZEBRA SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,ZEBRA,ZEBRA,3540,202108,202103,2021,31,30,5055,5055,0,0,143,207,53724,53724,0,0,null,null,null,null,null,1025,1584,1345470.25,0,15059.5,27,789.19,604.5,184.69,0,789.19,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.62789318,0.23402476,28.87280488,null,null,null,0.289689266,0.710310734,0,null,null,null,0,null,35:10.0
CN-305,ECCO SHA XXX WHS,CR,快消/零售行业事业部,ECCOX,ECCOX,58949,202106,202102,2021,191,43366,171806,171802,null,null,6893,33180,160012,160012,120,0,36367,47344,706490,240243,240243,28923,18286,561585.5667,87255.76667,87948.76667,13,2841.5,2253.5,588,0,2841.5,0,321699.35,143692.07,-176635.12,178007.28,null,null,null,null,null,null,null,null,null,null,null,null,0.931374489,0.206932958,218.5769231,113.2146226,63.76395385,302.7334694,0.490647283,0.509352717,0,null,null,null,0,null,35:10.0
CN-358,CVTE Guangzhou WHS,TSC,高科技/备件物流/化工行业事业部,CVTES,CVTES,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,617.86,477.41,140.45,0,617.86,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.227316868,44.13285714,null,null,null,null,null,0,null,null,null,0,null,35:10.0
HK-115,HERBALIFE HKG TMD WHS,null,null,HERB1,HERB1,629,202108,202103,2021,6,33,94303,94303,5.96E+07,3.9311,697,6066,27247,27247,3.26E+07,null,null,null,null,null,null,438,2708,1202270.5,865.25,18592,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.288930363,null,null,null,null,null,0.697138315,0.302861685,0,null,null,null,null,null,35:10.0
CN-118,GARRETT SHA CL0 WHS,EM,工业与制造行业事业部,HONEY,HONEY,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,6806.91,5100,1581.73,125.18,6806.91,0,583921.66,285603.66,4965.24,298318,1664614.494,0,1156796.79,435848.8962,0,0,71968.80734,0,null,null,null,null,null,0.232371223,235.6963296,85.78366102,56.00071765,188.6023531,null,null,1156796.79,0.694933749,0.261831732,0,169.9444814,null,35:10.0
CN-231,AZ WUX XXX WHS,LSH,生命科学与医疗行业事业部,AZXXX,AZXXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44,1778.35,378.65,1399.7,0,1778.35,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.787077909,39.87331839,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-274,FERRERO CTU BTS WHS,CR,快消/零售行业事业部,FERRE,FERRE,1877,202107,202103,2021,45,118,36735,36735,0,0,205,1308,34489,34489,0,0,341,407,38856,0,0,343,402,19674.9,93.7,1289.85,4,989.42,452.09,537.33,0,989.42,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.938859398,0.543075741,234.3363158,null,null,null,0.182791689,0.817208311,0,null,null,null,0,null,14:09.0
CN-334,TYCO-RC SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,TYCOT,TYCOT,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,533.65,441.5,92.15,0,533.65,0,60729.79,36981.92,217.93,23747.87,111414.1109,0,17247.96,0,0,74902.07547,3464,15800.07547,null,null,null,null,null,0.172678722,88.94166667,113.800787,83.76425821,257.7088443,null,null,92150.03547,0.827094833,0,0.141813953,172.6787885,null,35:10.0
